open_library_id,title,authors,first_publish_year,edition_count,primary_language,language_count,has_full_text
OL10024290W,Politische Reform in der Demokratie,Hans Vorländer,2005.0,2,ger,1,False
OL10024362W,Forensische Schriftgutachten,Angelika Seibt,1999.0,1,Unknown,0,False
OL10024400W,"Charles Darwin und die Dynamik der Schöpfung. Unser Kosmos, unser Leben",Günter Altner,2002.0,1,ger,1,False
OL1002459W,Moços e moças para um bom partido,Marlene de Fáveri,1998.0,1,por,1,False
OL10024733W,"Pädagogik, Wissenschaft, Bildung",Birgitt Feldmann,1997.0,1,ger,1,False
OL1002509W,Política em Espinosa,Marilena de Souza Chauí,2000.0,2,por,1,True
OL100258W,"Jackie, Ethel, Joan",J. Randy Taraborrelli,2000.0,6,eng,1,True
OL1002618W,Ciência e liberdade,J. Leite Lopes,1998.0,1,por,1,False
OL1002619W,Ciência e libertacão,J. Leite Lopes,1969.0,1,por,1,False
OL1002620W,Ciência e libertação,J. Leite Lopes,1978.0,1,por,1,False
OL1002634W,Unificando as forças da natureza,J. Leite Lopes,2001.0,1,por,1,False
OL1002635W,Ciência e desenvolvimento,J. Leite Lopes,1964.0,3,por,1,False
OL10026475W,Politischer Protest und Stabilität,Harald Mehlich,1983.0,1,ger,1,False
OL10026598W,Die Kunst zu überzeugen,Albert Thiele,1988.0,8,ger,1,False
OL10026790W,Wissenschaftssprache und populärwissenschaftliche Vermittlung,Jürg Niederhauser,1999.0,1,ger,1,False
OL10026817W,Die Tugend der Augen,Bernd Mayerhofer,,1,ger,1,False
OL10026853W,Hannah Arendt,Annette Vowinckel,2004.0,2,ger,1,False
OL10026883W,F alschung und Instrumentalisierung antifaschistischer Biographien: das Beispiel Halle/Saale 1945 - 2005,Frank Hirschinger,2007.0,1,ger,1,False
OL10026885W,"Gestapoagenten, Trotzkisten, Verr ater: kommunistische Parteis auberungen in Sachsen-Anhalt 1918 - 1953",Frank Hirschinger,,1,ger,1,False
OL10026888W,Die Bürgerbewegung in Dresden 1989/90,Karin Urich,2001.0,1,ger,1,False
OL10026955W,Ferdinand Bender (1870-1939),Matthias John,2005.0,2,ger,1,False
OL10027071W,Faszination Lebenswissenschaften,Erwin Beck,2002.0,2,ger,1,True
OL10027124W,Philosophische Physiologie,Thomas S. Hoffmann,2003.0,1,ger,1,False
OL10028959W,Wissenschaft und Freiheit in der Risikogesellschaft. Eine grundrechtsdogmatische Untersuchung zum Normbereich von Art. 5 Abs. 3 Satz 1 des Grundgesetzes. (Schriften zum Öffentlichen Recht; SÖR 745),Ralf Kleindiek,1998.0,1,ger,1,False
OL1002898W,Science et technique,Josué de Castro,1937.0,1,fre,1,False
OL10029153W,GmbH-Recht im Nationalsozialismus,Matthias Stupp,2002.0,1,ger,1,False
OL10029785W,Baugruben Teil 3 - Berechnungsverfahren,Anton Weienbach,2003.0,1,ger,1,False
OL10029825W,Der westliche Universalismus,Sibylle Tönnies,1995.0,1,ger,1,False
OL10030023W,THE EXPERIENCE OF ASTHMA IN CHILDHOOD,Michelle Walsh,1983.0,1,Unknown,0,False
OL10030889W,"Der Rebell: Odfried Hepp: Neonazi, Terorist, Aussteiger",Yury Winterberg,,1,ger,1,False
OL10030891W,"Nur wer sich  andert, wird bestehen",Friedrich Merz,,1,ger,1,False
OL100318W,Einstein,John B. Severance,1999.0,2,eng,1,True
OL1003354W,A ficção do tempo,Muniz Sodré,1973.0,1,por,1,False
OL1003444W,Os donos da cidade,José Paulo Teixeira,1996.0,1,por,1,False
OL1003595W,And still the earth,Ignácio de Loyola Brandão,1985.0,1,eng,1,False
OL1003662W,Ciência e tecnologia,Arnaldo Niskier,1972.0,1,por,1,False
OL1003663W,Ciência e tecnologia para o desenvolvimento,Arnaldo Niskier,1970.0,1,por,1,False
OL1003767W,Tesauro para estudos de gênero e sobre mulheres,Maria Cristina A. Bruschini,1998.0,1,por,1,False
OL1003777W,"Ciência, tecnologia e sociedade na Amazônia",Francisco de Assis Costa,1998.0,2,por,1,False
OL1003816W,A imitação da política,Marcos Rolim,1994.0,2,por,1,False
OL1003890W,Para leer al Pato Donald,Ariel Dorfman; Armand Mattelart; Ariel Dorfmann; Ariel Dorfman,1971.0,21,spa,2,True
OL10039322W,Eindimensionale Skalogramm-Analyse (Europaische Hochschulschriften),Thomas Staufenbiel,1992.0,1,ger,1,False
OL10039324W,"A CLIMATE FOR CHANGE: EDUCATION, TRAINING AND THE COMMUNITY PSYCHIATRIC NURSE",Hildegard Holenstein,1991.0,1,Unknown,0,False
OL10039426W,PRACTICAL KNOWLEDGE EMBEDDED IN THE NURSING CARE PROVIDED TO STROKE PATIENTS,Marit Kirkevold,1989.0,1,Unknown,0,False
OL1003943W,Um sertão chamado Brasil,Nísia Trindade Lima,1999.0,1,por,1,False
OL1003947W,Política e recuperação econômica em Minas Gerais,Otávio Soares Dulci,1999.0,1,por,1,False
OL10039753W,Europa: lieber sozial als neoliberal,Anne Karrass,,1,ger,1,False
OL10040241W,Dictionnaire d'économie et de sciences sociales,Jean-Yves Capul,1993.0,8,fre,1,True
OL10040254W,Philosophie in weltbürgerlicher Bedeutung,Francis Cheneval,2002.0,1,ger,1,False
OL10040267W,Grundzüge der Politikwissenschaft,Arno Mohr,1997.0,2,ger,1,False
OL10040269W,Sozialwissenschaftliches Wörterbuch. Englisch- Deutsch / Deutsch- Englisch,Arno Mohr,2001.0,1,Unknown,0,False
OL10040281W,Kontingenz und Vernunft: Grundlagen einer Theorie kommunikativen Handelns im Anschluss an Habermas und Merleau-Ponty,Andreas Niederberger,2007.0,1,ger,1,False
OL10040691W,"Justice, punishment and the medieval Muslim imagination",Christian Lange,2008.0,8,eng,1,False
OL10040879W,Schr oder gegen Merkel: Wahrnehmung und Wirkung des TV-Duells 2005 im Ost-West-Vergleich,Marcus Maurer,2007.0,1,ger,1,False
OL10040971M,Railway Safety,Unknown,1988.0,1,eng,1,False
OL10041079W,Der Klub der sieben Raben und der Piratenschatz. UNDERGROUND- Krimi.,Margit Grassi,2001.0,1,ger,1,False
OL10041080W,Der Klub der sieben Raben und die Petroglyphen. UNDERGROUND- Krimi.,Margit Grassi,2003.0,1,ger,1,False
OL10041282W,Aristotelische Diskurse,Thomas Gutschker,2002.0,1,ger,1,False
OL10041299W,"Die Logik des Parasitären. Literarische Texte, Medizinische Diskurse, Schrifttheorien",Claudia Jost,2000.0,1,ger,1,True
OL10041410W,Macht und Elite im ländlichen Südamerika,Klaus Westermeier,1990.0,1,ger,1,False
OL10041683W,Normbegründung und politische Legitimität,Frank Grunert,2000.0,3,ger,1,False
OL10041684W,Von Newton zu Haller,Simone DeAngelis,2003.0,1,ger,1,False
OL1004170W,Calendário do poder,Betto Frei,2007.0,1,por,1,False
OL1004185W,A mosca azul,Betto Frei,2006.0,2,por,1,False
OL10041864W,Deutsch-französische Übersetzungsübungen. Lehrbuch mit Texten über Politik und Wirtschaft.,John Desmond Gallagher,1998.0,1,fre,1,False
OL10041892W,Wissenschaftliches Arbeiten,Rüdiger Jacob,1997.0,2,ger,1,False
OL10041962W,Rechneraufbau und Rechnerarchitektur (eXamen.press),Axel Böttcher,2006.0,1,ger,1,False
OL10041990W,Wissenschaftliches Arbeiten in Bibliotheken. Einführung für Student/ Innen,Harald Jele,2003.0,1,ger,1,False
OL10041991W,Wissenschaftliches Arbeiten in Bibliotheken. Einführung für Studierende,Harald Jele,2003.0,1,ger,1,False
OL10042030W,Knowledge Potential Measurement and Uncertainty,Kerstin Fink,2004.0,3,eng,1,False
OL10042106M,Design Manual for Roads and Bridges,Unknown,2006.0,1,eng,1,False
OL10042154W,Ambivalente Gesellschaftlichkeit,Matthias Junge,2000.0,2,ger,1,False
OL10042381W,"""Nova reperta""",Johannes Stradanus,1953.0,1,eng,1,False
OL10042447W,Soziale Erkenntnistheorie,Ilia Kassavinie,2003.0,1,ger,1,False
OL10042451W,Ausgewahlte Reden Des Staatsministers A.d. Und Parlamentariers Dr. Ludwig Windthorst,Ludwig Windthorst,2003.0,1,ger,1,False
OL10042573W,"Parteienfinanzierung in Deutschland: Entwicklung der Einnahmestrukturen politischer Parteien oder eine Sittengeschichte  uber Parteien, Geld und Macht",Karl-Heinz Adams,2005.0,1,ger,1,False
OL10042615W,MSC Maximal Stress Cooperation,Heiner Mühlmann,2005.0,2,ger,2,False
OL10042882W,Photosynthetic unit and photosystems,Aloysius Wild; A. Wild; R. Ball,1997.0,3,eng,1,True
OL10042925W,Wissen und Bewerten. Unterwegs zu einer Ethik der Naturwissenschaften,Wedig Kolster,2003.0,2,ger,1,False
OL10042971W,Die Zwangsvollstreckung in der DDR,Thomas Thaetner,2003.0,2,ger,1,False
OL10042981W,Caribbean diaspora in USA,Bettina E. Schmidt,2008.0,1,eng,1,False
OL1004322W,Sete lições sobre as interpretações do Brasil,Bernardo Ricupero,2007.0,1,por,1,False
OL10043344W,Krise der Philosophie im Zeitalter wissenschaftlich-technischer Rationalität,Dagmar de Sauvage,2002.0,1,ger,1,False
OL10043773W,Der individualistische Staatsbegriff und die juristische Staatsperson,Reinhard Höhn,1935.0,1,ger,1,False
OL1004462W,O que é apartação,Cristovam Buarque,1993.0,1,por,1,False
OL1004631W,Esquerda em processo,Tarso Fernando Genro,2004.0,1,por,1,False
OL1004660W,Juventude consciente,Francisco Graziano Neto,2002.0,1,por,1,False
OL1004708W,"Political coalitions in Brasil, 1961-1964",Argelina Maria Cheibub Figueiredo,1988.0,2,eng,2,False
OL1004822W,"Nova cidade, velha política",Evelina Antunes F. de Oliveira,2000.0,1,por,1,False
OL1004831W,Os partidos políticos e a elite chapecoense,Monica Hass,1997.0,1,por,1,False
OL10048970M,Technical Publications Index,Unknown,1998.0,1,Unknown,0,False
OL10049800M,"Kew Bulletin, No 1, 2000",Unknown,2000.0,1,eng,1,False
OL10049801M,"Kew Bulletin, No 2, 2000",Unknown,2000.0,1,eng,1,False
OL10049802M,"Kew Bulletin, No 3, 2000",Unknown,2000.0,1,eng,1,False
OL10049803M,"Kew Bulletin, No 4, 2000",Unknown,2000.0,1,eng,1,False
OL10049804M,"Kew Bulletin, No 1, 2001",Unknown,2001.0,1,eng,1,False
OL10049805M,"Kew Bulletin, No 3, 2001",Unknown,2001.0,1,eng,1,False
OL10049806M,"Kew Bulletin, No 4, 2001",Unknown,2001.0,1,eng,1,False
OL10049811M,"Kew Bulletin,  No 1, 2002",Unknown,2002.0,1,eng,1,False
OL10049812M,"Kew Bulletin,  No 2, 2002",Unknown,2002.0,1,eng,1,False
OL10049813M,"Kew Bulletin,  No 3, 2002",Unknown,2002.0,1,eng,1,False
OL10049814M,"Kew Bulletin,  No 4, 2002",Unknown,2002.0,1,eng,1,False
OL10049824M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049831M,Drug Tariff,Unknown,2006.0,1,eng,1,False
OL10049833M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049834M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049836M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049837M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049839M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049840M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049842M,Overseas Trade Statistics,Unknown,2006.0,1,eng,1,False
OL10049843M,Overseas Trade Statistics of the United Kingdom Trade With the European Union Intra-ec Trade,Unknown,2006.0,1,eng,1,False
OL10049848M,The Kew Record of Taxonomic Literature Relating to Vascular Plants,Unknown,2006.0,1,eng,1,False
OL1005001W,Ecclesiogenesis,Leonardo Boff,1986.0,2,eng,1,True
OL100515W,Political writings,Voltaire,1994.0,2,eng,1,False
OL10054582M,Asbestos,Unknown,1988.0,1,eng,1,False
OL10054817W,Postnationale politische Herrschaft,Jürgen Neyer,2004.0,1,ger,1,False
OL10054886W,Verantwort Solidaritat,Bienfait,1998.0,1,ger,1,False
OL10054899W,Ordnungen der Sichtbarkeit,Peter Geimer,2001.0,1,ger,1,False
OL10054990W,Ann aherung an die Volkspartei: eine typologische und parteiensoziologische Studie,Bernd Hofmann,2004.0,1,ger,1,False
OL10055034W,Institut X,Thomas Stange,2001.0,1,Unknown,0,False
OL10055042W,Mechanical behaviour of engineering materials,Joachim Rösler; J. Roesler; H. Harders; M. Baeker,2007.0,2,eng,1,False
OL10055315W,Facts and artefacts in social science,Jürgen Kriz,1988.0,2,eng,1,False
OL10055475W,John Polkinghorne,Johannes Maria Steinke,2006.0,1,eng,1,False
OL10055478W,Sacred or Neural?,Anne L. C. Runehov,2007.0,1,eng,1,False
OL100554W,The elements of Sir Isaac Newton's philosophy,Voltaire,1738.0,3,eng,1,False
OL10055522W,Die Moderne erfindet sich ihr Mittelalter,Jürgen Wolf,2004.0,2,ger,1,False
OL10055585W,Frankenstein,Deborah Tempest; Mary Shelley,2000.0,2,eng,1,True
OL10055647W,Schellings Und Hegels Verhaeltnis Zur Naturwissenschaft (1844) (Acta Humaniora: Schriften Zur Naturphilosophie),Matthias Jakob Schleiden,1989.0,1,ger,1,False
OL10055798W,Functional Food: Safety Aspects,Senate Commission on Food Safety SKLM,2004.0,3,eng,1,False
OL10055836W,Wissenschaft Im Widerstreit Zwischen Erkenntinisstreben Und Verwertungspraxis,H. Markl,1990.0,1,eng,2,False
OL10055900W,Umweltlexikon Fuer Ingenieure Und Techniker,E Beier,1994.0,1,eng,2,False
OL10055970W,Vom Wasser Band V90 1998,Fachgruppe,1998.0,1,ger,1,False
OL10056008W,Parat Lexikon Computertechnik,A Moeschwitzer,1995.0,1,eng,1,False
OL10056044W,Vitamin B12 and B12-Proteins,Bernhard Krautler,1998.0,1,eng,1,True
OL1005616W,Americanos,Brito Broca,1998.0,1,por,1,False
OL10056196W,Umweltchemikalien Physikalisch-Chemische Daten,R Koch,1995.0,1,eng,1,False
OL10056210W,From Genome To Proteome,"Michael J., Ed. Dunn",2000.0,1,eng,1,True
OL10056214W,"Vom Wasser, 95. Band 2000 (Vom Wasser (VCH) *)",Fachgruppe Wasserchemie in der GDCh,2001.0,1,ger,1,False
OL10056250W,"Biotechnology, Volume 8, E2: Volume 8a: Biotransformations I + Volume 8b",Jörg Peters,2001.0,1,eng,1,False
OL10056279W,Bionik,U Kuppers,2004.0,1,eng,1,False
OL10056329W,The art of scientific writing,Hans F. Ebel,1987.0,1,eng,1,True
OL10056421W,Integrated design and simulation of chemical processes,Alexandre C. Dimian,2003.0,4,eng,1,False
OL10056438W,Nanomaterials,Dieter Vollath; D. Vollath,2008.0,6,eng,1,False
OL10056458W,Spectacular Chemical Experiments,Herbert W. Roesky,2007.0,3,eng,1,False
OL10056460W,Phenotypic and Genotypic Diagnosis of Malignancies,Muin S. A. Tuffaha,2008.0,4,eng,1,False
OL10056465W,Tomorrow's Chemistry Today,Bruno Pignataro,2008.0,5,eng,1,True
OL10056479W,Information - New Questions to a Multidisciplinary Concept,Kornwachs,1996.0,1,eng,1,False
OL10056483W,"Biographisch-Literarisches Handwoerterbuch Der Exakten Band Viii, Teil 1 Installment 3",Johann Christian Poggendorff,1996.0,1,ger,1,False
OL10056509W,Handworterbuch Derexakt Naturwiss Datenbank,Johann Christian Poggendorff,2001.0,1,ger,1,False
OL10056546W,"Laser, Licht und Leben",Susanne Liedtke; Jurgen Popp,2006.0,5,ger,1,False
OL10056644W,The encyclopedia of sexually transmitted diseases,"Jennifer Shoquist; Jennifer, M.D. Shoquist; Diane Stafford",2003.0,2,eng,1,True
OL10056647W,SPSS Für Dummies,Felix Brosius,2007.0,1,ger,1,False
OL10056691W,Solar Cookers in the 3rd World 2 DAMAGED,K. Kuhnke,1990.0,1,Unknown,0,False
OL100566W,Les singularités de la nature,Voltaire,1768.0,4,fre,1,False
OL10056848W,Spatial Modeling in Natural Sciences and Engineering,Jürgen Friedrich,2004.0,1,eng,1,True
OL10056982W,Erklärung - Begründung - Kausalität,Matthias Varga von Kibed,1982.0,3,ger,1,False
OL10057016W,Untiefen,Daniel Tyradellis,2006.0,1,ger,1,False
OL10057017W,Untiefen: Husserl Begriffsebene zwischen Formalismus und Lebenswelt,Daniel Tyradellis,2006.0,1,ger,1,False
OL10057023W,Unternehmungsnetzwerke . Konstitution und Strukturation,Arnold Windeler,2001.0,1,Unknown,0,False
OL10057065W,Leben im Plattenbau: zur Dynamik sozialer Ausgrenzung,Carsten Keller,2005.0,1,ger,1,False
OL10057083W,Verfassungspolitik und Verfassungswandel (Arbeitstitel) . Deutschland und Großbritannien im Vergleich,Gert-Joachim Glaeßner,2001.0,2,ger,1,False
OL10057103W,"Grundkurs Statistik in den Sozialwissenschaften. Eine leicht verständliche, anwendungsorientierte Einführung in das sozialwissenschaftlich notwendige statistische Wissen",Volker Müller-Benedict,2001.0,1,ger,1,False
OL10057128W,Wissenschaft an Hochschulen,Cornelia Koppetsch,2000.0,1,ger,1,False
OL10057148W,Elitenvertrauen und Demokratie. Zur Akzeptanz gesellschaftlicher Führungskräfte im vereinten Deutschland,Viktoria Kaina,2002.0,1,ger,1,False
OL10057179W,Politikwissenschaft in Deutschland,Cord Arendes,2005.0,1,Unknown,0,False
OL10057180W,"Politikwissenschaft in Deutschland. Standorte, Studieng ange und Professorenschaft, 1949 - 1999",Cord Arendes,,1,ger,1,False
OL10057181W,Development of Sociology in Japan,Shingo Shimada (Hrsg.) Ilja Srubar,2005.0,2,eng,1,False
OL10057191W,Fremdenfeindliche Vorurteile in den Staaten der EU,Cornelia Weins,2004.0,3,ger,1,False
OL10057273W,Repräsentative Diskurse,Wilhelm Hofmann,1995.0,1,ger,1,False
OL10057305W,Moral und Erziehung in der pluralistischen Gesellschaft,Hans-Joachim Werner,2002.0,2,gem,2,False
OL10057351W,Databases in Networked Information Systems,Subash Bhalla,2003.0,2,eng,1,False
OL10057352W,Public Key Cryptography - PKC 2003,Yvo Desmedt,2003.0,1,eng,1,False
OL10057378W,Financial Cryptography,Matt Blaze,2003.0,2,eng,1,False
OL10057496W,[Sigma] and [pi] electrons in organic compounds,W. Kutzelnigg; G. Del Re; G. Berthier,1971.0,2,eng,1,False
OL10057524W,Mathematical Foundations of Computer Science 1975,J. Becvar,1975.0,1,eng,1,False
OL10057560W,Facing reality,J. C. Eccles,1970.0,4,eng,1,False
OL10057593W,Language Design and Programming Methodology,J. M. Tobias,1980.0,1,eng,1,False
OL10057605W,Semantics-Directed Compiler Generation,N.D. Jones,1980.0,1,eng,1,False
OL10057765W,Die Entwicklung des neuen Strukturalismus seit 1973,"W., Stegmüller",1986.0,1,ger,1,False
OL10057780W,Caap'86,Paul Franchi-Zannettacci,1986.0,1,eng,1,False
OL10057844W,Bmvc '91,P.H. Mowforth,1991.0,1,Unknown,0,False
OL10057884W,Matchmaking in Electronic Markets,Daniel J. Veit,2003.0,2,eng,1,False
OL10057897W,Entwicklungsmanagement,Lothar Ophey,2006.0,2,ger,1,False
OL10057899W,Handbuch Robotik,Matthias Haun,2007.0,4,ger,1,False
OL10057912W,Model-Checking Based Data Retrieval,Elisa Quintarelli,2004.0,2,eng,1,False
OL10057921W,Differential optical absorption spectroscopy,Ulrich Platt; Jochen Stutz,2008.0,4,eng,1,False
OL1005800W,"Galileus modernos, elogio da heterodoxia","Chacon, Vamireh.",1965.0,1,por,1,False
OL10058012W,Data Analysis in Cosmology,Vincent Martinez,2008.0,1,eng,1,False
OL10058062W,Softwaresysteme und ihre Modellierung,Peter Tabeling,2006.0,2,ger,1,False
OL1005806W,Joaquim Nabuco,"Chacon, Vamireh.",2000.0,1,por,1,False
OL10058079W,Fallrepetitorium Europarecht,Ralph Alexander Lorz,2006.0,2,ger,1,False
OL10058088W,Management Andragogics 2,Albert Stähli,2005.0,3,eng,1,True
OL10058095W,Strategische Personalentwicklung,Matthias T. Meifert,2007.0,4,ger,1,False
OL10058100W,Skurrile Quantenwelt,Silvia Arroyo Camejo,2006.0,2,ger,1,False
OL10058109W,Atomic and Nuclear Analytical Methods,H.R. Verma; H. R. Verma,2007.0,1,eng,1,False
OL10058151W,Interfacing Geostatstics and GIS,Juergen Pilz,2008.0,2,eng,1,False
OL10058185W,"Wissenschaftsethik und Technikfolgenbeurteilung, Bd. 28: Leben mit L arm?: Risikobeurteilung und Regulation des Umgebungsl arms im Verkehrsbereich",M. Kloepfer; B. Griefahn; A.M. Kaniowski; G. Klepper; S. Lingner; G. Steinebach; H.B. Weyer; P. Wysk,2006.0,2,eng,2,False
OL10058187W,Flash 8 ActionScript,Arno Kohl,2008.0,1,ger,1,False
OL10058192W,Schallabsorber und Schalldämpfer,Helmut V. Fuchs,2004.0,4,ger,1,False
OL10058193W,Mathematics of Program Construction,Tarmo Uustalu,2006.0,3,eng,1,False
OL10058194W,Decoherence and the Quantum-To-Classical Transition (The Frontiers Collection),Maximilian A. Schlosshauer,2007.0,1,eng,1,False
OL10058201W,Fast Software Encryption,Matt Robshaw,2006.0,3,eng,1,False
OL10058208W,Advances in Solid State Physics / Volume 46 (Advances in Solid State Physics),Rolf Haug,2008.0,1,eng,1,False
OL10058216W,Soil Pollution,Ibrahim Mirsal,2004.0,5,eng,1,False
OL10058239W,Challenges in Scientific Computing - CISC 2002,Eberhard Bänsch,2004.0,1,eng,1,False
OL10058254W,Halide Perovskite-type Layer Structures (Landolt-Bornstein),R. Geick,2001.0,1,eng,1,False
OL10058275W,Affective Interactions,Ana Paiva,2001.0,2,eng,1,False
OL10058284W,Practical Aspects of Declarative Languages,I.V. Ramakrishnan,2001.0,2,eng,1,False
OL1005830W,O Imperio em procissão,Lilia Moritz Schwarcz,2001.0,1,por,1,False
OL10058314W,Iterative Software Engineering for Multiagent Systems,Jürgen Lind,2001.0,2,eng,1,True
OL10058327W,Fundamentals of Computation Theory,Rusins Freivalds,2001.0,2,eng,1,False
OL10058332W,Digital Earth Moving,Caroline Y. Westort,2001.0,2,eng,1,False
OL10058333W,Multimedia Databases and Image Communication,Maurizio Tucci,2001.0,2,eng,1,False
OL10058338W,New Concepts for Parallel Object-Relational Query Processing,Michael Jaedicke,2001.0,3,eng,1,True
OL10058347W,Werkstoff- und Produktionstechnik mit Mathcad,B. Buchmayr,2002.0,2,ger,1,False
OL10058380W,Methods and Applications of Artificial Intelligence,Ioannis P. Vlahavas,2002.0,2,eng,1,False
OL10058405W,Logic Programming,Peter J. Stuckey,2002.0,2,eng,1,True
OL10058419W,Computer Science Logic,Julian Bradfield,2002.0,2,eng,1,False
OL10058430W,Lateral Alignment of Epitaxial Quantum Dots (NanoScience and Technology) (NanoScience and Technology),Oliver G. Schmidt,2007.0,1,eng,1,False
OL10058432W,Liquid Separations with Membranes,Karl W. Böddeker,2007.0,3,eng,1,True
OL10058433W,Neural Networks Theory,Alexander I. Galushkin,2007.0,2,eng,1,False
OL10058447W,Research methods in urban and regional planning,Xinhao Wang; Rainer vom Hofe,2007.0,5,eng,1,False
OL10058512W,Immobilized Enzymes in Medicine (Progress in Clinical Biochemistry and Medicine),J.A. Kellen,1991.0,1,Unknown,0,True
OL10058514W,Bioprocesses and Applied Enzymology (Advances in Biochemical Engineering/biotechnology),R. Blaszczyk,1990.0,1,eng,1,True
OL10058584W,Advances in Cryptology,E.F. Brickell,1993.0,1,Unknown,0,False
OL10058670W,Airborne Particulate Matter,T. Kouimtzis,1995.0,3,eng,1,False
OL10058684W,Mode und Chemie,Gabriele Maute-Daul,1996.0,2,ger,1,False
OL10058686W,Cap-Independent Translation,P. Sarnow,1995.0,1,eng,1,True
OL10058718W,Advances in Cryptology - EUROCRYPT '94,Alfredo DeSantis,1995.0,1,eng,1,False
OL10058785W,Progress In Botany Volume 58,H.D. BEHNKE,1997.0,1,eng,1,True
OL10058789W,Main Group Elements And Their Compounds,V. G. Kumar Das,1996.0,4,eng,1,False
OL1006303W,Vocabulário de ecologia,Assis Brasil,1992.0,1,por,1,False
OL1006550W,Comissões paritárias de tecnologia no Brasil,Ricardo Toledo Neder,1989.0,1,por,1,False
OL1006563W,A incorporação de gênero nas políticas públicas,Leda Maria Vieira Machado,1999.0,1,por,1,False
OL1006755W,Poder jurídico e violência simbólica,Maria Celeste Cordeiro Leite dos Santos,1985.0,2,por,1,False
OL10069856M,Advances in Atomic & Molecular Physics,David R. Bates; Benjamin Bederson,1983.0,1,Unknown,0,False
OL10070001M,Advances in Catalysis,D. D. Eley; Herman Pines; Paul B. Weisz,1989.0,1,Unknown,0,False
OL10070013M,Advances in Cellular Neurobiology,Unknown,1982.0,1,Unknown,0,False
OL10070177M,Advances in Ecological Research,Michael Begon; A. H. Fitter; E. D. Ford,1990.0,1,eng,1,False
OL1007018W,Urbanidade e cultura política,José Ernesto Pimentel Filho,1998.0,1,por,1,False
OL10070430M,Advances in Inorganic Chemistry & Radiochemistry (Advances in Inorganic Chemistry & Radiochemistry),Unknown,1983.0,1,eng,1,False
OL10070434W,Hanguk munhon chongbohak ui munjedul,Chae-chol Yi,1994.0,1,eng,2,False
OL10070456M,Advances in Librarianship,Unknown,1982.0,1,eng,1,False
OL10070467M,Advances in Macromolecular Chemistry,Unknown,1968.0,1,eng,1,False
OL10070485M,Advances in Marine Biology,J. H. S. Blaxter; Frederick S. Russell,1984.0,1,eng,1,False
OL10070567M,"Advances in Organometallic Chemistry, Vol. 20",Unknown,1982.0,1,Unknown,0,False
OL10070604W,Hanguksa edo kwahak i innunga,Song-nae Pak,1998.0,1,kor,1,False
OL1007063W,Contribuição contemporânea à história da filosofia brasileira,José Maurício de Carvalho,1998.0,4,por,1,False
OL10070661M,Advances in Protein Chemistry (Advances in Protein Chemistry),Unknown,1982.0,1,eng,1,False
OL10070681M,Advances in Radiation Biology,Unknown,1983.0,1,Unknown,0,True
OL10070689M,Advances in Radiation Biology (Advances in Radiation Biology),Unknown,1983.0,1,eng,1,False
OL10070717W,Nyu midio sidae ui munhak,Song-gon Kim,1996.0,1,kor,1,False
OL10070732M,Advances in Virus Research,Karl Maramorosch; Frederick A. Murphy,1986.0,1,Unknown,0,False
OL10070741M,Advances in Virus Research,Karl Maramorosch; Frederick A. Murphy,1991.0,1,eng,1,False
OL10070797M,"Annual Reports in Organic Synthesis, 1982 (Annual Reports in Organic Synthesis)",Unknown,1983.0,1,eng,1,False
OL10070856W,Pundan kwa hyongmyong ui tonghak (Hyondae ui chisong),Pyong-guk Kim,1994.0,1,kor,1,False
OL10070873M,The Ap Professional Fuzzy Logic Cd-Rom Library/Cd-Rom,Academic Press; AP Professional,1995.0,1,eng,1,False
OL10070899M,"Genetics and Biology of the Drosophila, Part D (Genetics & Biology of Drosophilia)",M. Ashburner; H. L. Carson,1984.0,1,eng,1,False
OL10070995W,Changsogak toso Hangukpon haejejip (Kojon charyo chongso),Tong-ju Kim,1993.0,1,kor,1,False
OL10071121W,Chungguk ui kwollyok kujo wa pawo ellitu,Chong-gye Kim,1994.0,1,kor,1,False
OL10071147W,Hwangyong wigi wa Riu hoeui,Sang-don Yi,1993.0,1,kor,1,False
OL10071197W,Ilbon i irosonda,Kyong-min Kim,1995.0,1,kor,1,False
OL10071214W,Pigyo sahoe yŏnʾgu pangbŏmnon,Ung-jin Kim,2000.0,1,kor,1,False
OL10071328M,Academic Press Dictionary of Science and Technology/Cd-Rom Version 1.0,Academic Press; Christopher Morris,1996.0,1,eng,1,False
OL10071444W,Hwangyong chongchihak kwa hyondae chongchi sasang,Tae-yon Hwang,1992.0,1,kor,1,False
OL10071457W,Choesin chongchihak wollon,Chor-hyong Yi,1996.0,1,kor,1,False
OL10071485W,"Chongchi, munhwa, ideollogi",Kyong-ok Chon,1997.0,1,kor,1,False
OL10071519M,Robotics Handbook,Unknown,2009.0,1,eng,1,False
OL10071542W,Hyondae chongchihak (Chongchihak chongso),Hyon-mo Pak,1995.0,1,kor,1,False
